date,dish_id,dish_name,category,qty_sold,restaurant_id,price
2025-07-27,6,Grilled Salmon,Fish,5.96,1,22.0
2025-07-27,7,Egg Fried Rice,Meat,5.33,1,10.0
2025-07-27,8,Basmati Rice,Other,4.41,1,5.0
2025-07-27,9,Sugar Cookie,Other,2.97,1,3.5
2025-07-28,1,Paneer Tikka,Dairy,2.37,1,12.5
2025-07-28,2,Tomato Soup,Vegetables,1.05,1,8.0
2025-07-28,3,Onion Rings,Vegetables,4.94,1,6.5
2025-07-28,4,Chicken Curry,Meat,3.33,1,15.0
2025-07-28,5,Mutton Biryani,Meat,2.26,1,18.0
2025-07-28,6,Grilled Salmon,Fish,4.95,1,22.0
2025-07-28,7,Egg Fried Rice,Meat,4.28,1,10.0
2025-07-28,8,Basmati Rice,Other,3.66,1,5.0
2025-07-28,9,Sugar Cookie,Other,2.48,1,3.5
2025-07-29,1,Paneer Tikka,Dairy,2.17,1,12.5
2025-07-29,2,Tomato Soup,Vegetables,0.9,1,8.0
2025-07-29,3,Onion Rings,Vegetables,4.9,1,6.5
2025-07-29,4,Chicken Curry,Meat,3.56,1,15.0
2025-07-29,5,Mutton Biryani,Meat,2.04,1,18.0
2025-07-29,6,Grilled Salmon,Fish,4.98,1,22.0
2025-07-29,7,Egg Fried Rice,Meat,4.23,1,10.0
2025-07-29,8,Basmati Rice,Other,3.77,1,5.0
2025-07-29,9,Sugar Cookie,Other,2.43,1,3.5
2025-07-30,1,Paneer Tikka,Dairy,2.41,1,12.5
2025-07-30,2,Tomato Soup,Vegetables,1.1,1,8.0
2025-07-30,3,Onion Rings,Vegetables,4.81,1,6.5
2025-07-30,4,Chicken Curry,Meat,3.48,1,15.0
2025-07-30,5,Mutton Biryani,Meat,1.8,1,18.0
2025-07-30,6,Grilled Salmon,Fish,5.06,1,22.0
2025-07-30,7,Egg Fried Rice,Meat,4.33,1,10.0
2025-07-30,8,Basmati Rice,Other,3.96,1,5.0
2025-07-30,9,Sugar Cookie,Other,2.5,1,3.5
2025-07-31,1,Paneer Tikka,Dairy,2.48,1,12.5
2025-07-31,2,Tomato Soup,Vegetables,1.03,1,8.0
2025-07-31,3,Onion Rings,Vegetables,5.18,1,6.5
2025-07-31,4,Chicken Curry,Meat,3.63,1,15.0
2025-07-31,5,Mutton Biryani,Meat,2.06,1,18.0
2025-07-31,6,Grilled Salmon,Fish,5.59,1,22.0
2025-07-31,7,Egg Fried Rice,Meat,4.6,1,10.0
2025-07-31,8,Basmati Rice,Other,4.18,1,5.0
2025-07-31,9,Sugar Cookie,Other,2.7,1,3.5
2025-08-01,1,Paneer Tikka,Dairy,2.8,1,12.5
2025-08-01,2,Tomato Soup,Vegetables,1.17,1,8.0
2025-08-01,3,Onion Rings,Vegetables,5.7,1,6.5
2025-08-01,4,Chicken Curry,Meat,3.94,1,15.0
2025-08-01,5,Mutton Biryani,Meat,2.17,1,18.0
2025-08-01,6,Grilled Salmon,Fish,5.96,1,22.0
2025-08-01,7,Egg Fried Rice,Meat,5.12,1,10.0
2025-08-01,8,Basmati Rice,Other,4.36,1,5.0
2025-08-01,9,Sugar Cookie,Other,2.8,1,3.5
2025-08-02,1,Paneer Tikka,Dairy,2.89,1,12.5
2025-08-02,2,Tomato Soup,Vegetables,1.58,1,8.0
2025-08-02,3,Onion Rings,Vegetables,7.08,1,6.5
2025-08-02,4,Chicken Curry,Meat,4.85,1,15.0
2025-08-02,5,Mutton Biryani,Meat,3.17,1,18.0
2025-08-02,6,Grilled Salmon,Fish,7.34,1,22.0
2025-08-02,7,Egg Fried Rice,Meat,6.03,1,10.0
2025-08-02,8,Basmati Rice,Other,5.35,1,5.0
2025-08-02,9,Sugar Cookie,Other,3.47,1,3.5
2025-08-03,1,Paneer Tikka,Dairy,2.45,1,12.5
2025-08-03,2,Tomato Soup,Vegetables,1.47,1,8.0
2025-08-03,3,Onion Rings,Vegetables,5.9,1,6.5
2025-08-03,4,Chicken Curry,Meat,4.14,1,15.0
2025-08-03,5,Mutton Biryani,Meat,2.25,1,18.0
2025-08-03,6,Grilled Salmon,Fish,6.17,1,22.0
2025-08-03,7,Egg Fried Rice,Meat,5.24,1,10.0
2025-08-03,8,Basmati Rice,Other,4.39,1,5.0
2025-08-03,9,Sugar Cookie,Other,2.74,1,3.5
2025-08-04,1,Paneer Tikka,Dairy,2.06,1,12.5
2025-08-04,2,Tomato Soup,Vegetables,0.82,1,8.0
2025-08-04,3,Onion Rings,Vegetables,4.34,1,6.5
2025-08-04,4,Chicken Curry,Meat,3.2,1,15.0
2025-08-04,5,Mutton Biryani,Meat,1.6,1,18.0
2025-08-04,6,Grilled Salmon,Fish,4.73,1,22.0
2025-08-04,7,Egg Fried Rice,Meat,3.97,1,10.0
2025-08-04,8,Basmati Rice,Other,3.12,1,5.0
2025-08-04,9,Sugar Cookie,Other,1.96,1,3.5
2025-08-05,1,Paneer Tikka,Dairy,2.01,1,12.5
2025-08-05,2,Tomato Soup,Vegetables,1.0,1,8.0
2025-08-05,3,Onion Rings,Vegetables,4.32,1,6.5
2025-08-05,4,Chicken Curry,Meat,3.26,1,15.0
2025-08-05,5,Mutton Biryani,Meat,2.25,1,18.0
2025-08-05,6,Grilled Salmon,Fish,4.64,1,22.0
2025-08-05,7,Egg Fried Rice,Meat,4.01,1,10.0
2025-08-05,8,Basmati Rice,Other,3.36,1,5.0
2025-08-05,9,Sugar Cookie,Other,2.45,1,3.5
2025-08-06,1,Paneer Tikka,Dairy,2.46,1,12.5
2025-08-06,2,Tomato Soup,Vegetables,1.07,1,8.0
2025-08-06,3,Onion Rings,Vegetables,4.65,1,6.5
2025-08-06,4,Chicken Curry,Meat,3.38,1,15.0
2025-08-06,5,Mutton Biryani,Meat,1.9,1,18.0
2025-08-06,6,Grilled Salmon,Fish,4.6,1,22.0
2025-08-06,7,Egg Fried Rice,Meat,4.09,1,10.0
2025-08-06,8,Basmati Rice,Other,3.55,1,5.0
2025-08-06,9,Sugar Cookie,Other,2.38,1,3.5
2025-08-07,1,Paneer Tikka,Dairy,2.25,1,12.5
2025-08-07,2,Tomato Soup,Vegetables,1.18,1,8.0
2025-08-07,3,Onion Rings,Vegetables,5.33,1,6.5
2025-08-07,4,Chicken Curry,Meat,3.38,1,15.0
2025-08-07,5,Mutton Biryani,Meat,2.39,1,18.0
2025-08-07,6,Grilled Salmon,Fish,5.13,1,22.0
2025-08-07,7,Egg Fried Rice,Meat,4.24,1,10.0
2025-08-07,8,Basmati Rice,Other,4.21,1,5.0
2025-08-07,9,Sugar Cookie,Other,2.56,1,3.5
2025-08-08,1,Paneer Tikka,Dairy,2.88,1,12.5
2025-08-08,2,Tomato Soup,Vegetables,1.07,1,8.0
2025-08-08,3,Onion Rings,Vegetables,6.02,1,6.5
2025-08-08,4,Chicken Curry,Meat,4.12,1,15.0
2025-08-08,5,Mutton Biryani,Meat,2.32,1,18.0
2025-08-08,6,Grilled Salmon,Fish,5.86,1,22.0
2025-08-08,7,Egg Fried Rice,Meat,5.18,1,10.0
2025-08-08,8,Basmati Rice,Other,4.65,1,5.0
2025-08-08,9,Sugar Cookie,Other,3.06,1,3.5
2025-08-09,1,Paneer Tikka,Dairy,2.59,1,12.5
2025-08-09,2,Tomato Soup,Vegetables,1.15,1,8.0
2025-08-09,3,Onion Rings,Vegetables,5.81,1,6.5
2025-08-09,4,Chicken Curry,Meat,3.97,1,15.0
2025-08-09,5,Mutton Biryani,Meat,2.44,1,18.0
2025-08-09,6,Grilled Salmon,Fish,6.01,1,22.0
2025-08-09,7,Egg Fried Rice,Meat,4.93,1,10.0
2025-08-09,8,Basmati Rice,Other,4.44,1,5.0
2025-08-09,9,Sugar Cookie,Other,2.83,1,3.5
2025-08-10,1,Paneer Tikka,Dairy,2.92,1,12.5
2025-08-10,2,Tomato Soup,Vegetables,1.39,1,8.0
2025-08-10,3,Onion Rings,Vegetables,6.25,1,6.5
2025-08-10,4,Chicken Curry,Meat,4.08,1,15.0
2025-08-10,5,Mutton Biryani,Meat,2.54,1,18.0
2025-08-10,6,Grilled Salmon,Fish,6.34,1,22.0
2025-08-10,7,Egg Fried Rice,Meat,5.41,1,10.0
2025-08-10,8,Basmati Rice,Other,4.45,1,5.0
2025-08-10,9,Sugar Cookie,Other,3.11,1,3.5
2025-08-11,1,Paneer Tikka,Dairy,2.54,1,12.5
2025-08-11,2,Tomato Soup,Vegetables,1.21,1,8.0
2025-08-11,3,Onion Rings,Vegetables,5.65,1,6.5
2025-08-11,4,Chicken Curry,Meat,3.94,1,15.0
2025-08-11,5,Mutton Biryani,Meat,2.45,1,18.0
2025-08-11,6,Grilled Salmon,Fish,5.71,1,22.0
2025-08-11,7,Egg Fried Rice,Meat,4.82,1,10.0
2025-08-11,8,Basmati Rice,Other,4.13,1,5.0
2025-08-11,9,Sugar Cookie,Other,2.77,1,3.5
2025-08-12,1,Paneer Tikka,Dairy,2.53,1,12.5
2025-08-12,2,Tomato Soup,Vegetables,1.2,1,8.0
2025-08-12,3,Onion Rings,Vegetables,5.49,1,6.5
2025-08-12,4,Chicken Curry,Meat,4.01,1,15.0
2025-08-12,5,Mutton Biryani,Meat,2.21,1,18.0
2025-08-12,6,Grilled Salmon,Fish,5.81,1,22.0
2025-08-12,7,Egg Fried Rice,Meat,4.65,1,10.0
2025-08-12,8,Basmati Rice,Other,4.07,1,5.0
2025-08-12,9,Sugar Cookie,Other,2.81,1,3.5
2025-08-13,1,Paneer Tikka,Dairy,2.31,1,12.5
2025-08-13,2,Tomato Soup,Vegetables,1.24,1,8.0
2025-08-13,3,Onion Rings,Vegetables,4.86,1,6.5
2025-08-13,4,Chicken Curry,Meat,3.51,1,15.0
2025-08-13,5,Mutton Biryani,Meat,1.93,1,18.0
2025-08-13,6,Grilled Salmon,Fish,5.21,1,22.0
2025-08-13,7,Egg Fried Rice,Meat,4.33,1,10.0
2025-08-13,8,Basmati Rice,Other,3.82,1,5.0
2025-08-13,9,Sugar Cookie,Other,2.49,1,3.5
2025-08-14,1,Paneer Tikka,Dairy,1.98,1,12.5
2025-08-14,2,Tomato Soup,Vegetables,1.05,1,8.0
2025-08-14,3,Onion Rings,Vegetables,4.41,1,6.5
2025-08-14,4,Chicken Curry,Meat,3.11,1,15.0
2025-08-14,5,Mutton Biryani,Meat,1.65,1,18.0
2025-08-14,6,Grilled Salmon,Fish,4.53,1,22.0
2025-08-14,7,Egg Fried Rice,Meat,3.69,1,10.0
2025-08-14,8,Basmati Rice,Other,3.19,1,5.0
2025-08-14,9,Sugar Cookie,Other,2.19,1,3.5
2025-08-15,1,Paneer Tikka,Dairy,1.91,1,12.5
2025-08-15,2,Tomato Soup,Vegetables,0.99,1,8.0
2025-08-15,3,Onion Rings,Vegetables,3.92,1,6.5
2025-08-15,4,Chicken Curry,Meat,2.6,1,15.0
2025-08-15,5,Mutton Biryani,Meat,1.51,1,18.0
2025-08-15,6,Grilled Salmon,Fish,3.98,1,22.0
2025-08-15,7,Egg Fried Rice,Meat,3.01,1,10.0
2025-08-15,8,Basmati Rice,Other,3.01,1,5.0
2025-08-15,9,Sugar Cookie,Other,2.06,1,3.5
2025-08-16,1,Paneer Tikka,Dairy,2.81,1,12.5
2025-08-16,2,Tomato Soup,Vegetables,1.41,1,8.0
2025-08-16,3,Onion Rings,Vegetables,6.32,1,6.5
2025-08-16,4,Chicken Curry,Meat,4.55,1,15.0
2025-08-16,5,Mutton Biryani,Meat,2.63,1,18.0
2025-08-16,6,Grilled Salmon,Fish,6.29,1,22.0
2025-08-16,7,Egg Fried Rice,Meat,5.32,1,10.0
2025-08-16,8,Basmati Rice,Other,4.79,1,5.0
2025-08-16,9,Sugar Cookie,Other,3.37,1,3.5
2025-08-17,1,Paneer Tikka,Dairy,2.6,1,12.5
2025-08-17,2,Tomato Soup,Vegetables,1.19,1,8.0
2025-08-17,3,Onion Rings,Vegetables,5.69,1,6.5
2025-08-17,4,Chicken Curry,Meat,4.25,1,15.0
2025-08-17,5,Mutton Biryani,Meat,2.32,1,18.0
2025-08-17,6,Grilled Salmon,Fish,5.94,1,22.0
2025-08-17,7,Egg Fried Rice,Meat,4.86,1,10.0
2025-08-17,8,Basmati Rice,Other,4.39,1,5.0
2025-08-17,9,Sugar Cookie,Other,3.09,1,3.5
2025-08-18,1,Paneer Tikka,Dairy,1.61,1,12.5
2025-08-18,2,Tomato Soup,Vegetables,0.92,1,8.0
2025-08-18,3,Onion Rings,Vegetables,4.02,1,6.5
2025-08-18,4,Chicken Curry,Meat,2.92,1,15.0
2025-08-18,5,Mutton Biryani,Meat,1.82,1,18.0
2025-08-18,6,Grilled Salmon,Fish,4.16,1,22.0
2025-08-18,7,Egg Fried Rice,Meat,3.31,1,10.0
2025-08-18,8,Basmati Rice,Other,3.08,1,5.0
2025-08-18,9,Sugar Cookie,Other,2.11,1,3.5
2025-08-19,1,Paneer Tikka,Dairy,1.86,1,12.5
2025-08-19,2,Tomato Soup,Vegetables,1.16,1,8.0
2025-08-19,3,Onion Rings,Vegetables,4.45,1,6.5
2025-08-19,4,Chicken Curry,Meat,3.09,1,15.0
2025-08-19,5,Mutton Biryani,Meat,1.9,1,18.0
2025-08-19,6,Grilled Salmon,Fish,4.75,1,22.0
2025-08-19,7,Egg Fried Rice,Meat,3.92,1,10.0
2025-08-19,8,Basmati Rice,Other,3.38,1,5.0
2025-08-19,9,Sugar Cookie,Other,2.36,1,3.5
2025-08-20,1,Paneer Tikka,Dairy,3.03,1,12.5
2025-08-20,2,Tomato Soup,Vegetables,1.45,1,8.0
2025-08-20,3,Onion Rings,Vegetables,5.96,1,6.5
2025-08-20,4,Chicken Curry,Meat,4.86,1,15.0
2025-08-20,5,Mutton Biryani,Meat,2.4,1,18.0
2025-08-20,6,Grilled Salmon,Fish,6.2,1,22.0
2025-08-20,7,Egg Fried Rice,Meat,5.17,1,10.0
2025-08-20,8,Basmati Rice,Other,4.91,1,5.0
2025-08-20,9,Sugar Cookie,Other,3.13,1,3.5
2025-08-21,1,Paneer Tikka,Dairy,1.88,1,12.5
2025-08-21,2,Tomato Soup,Vegetables,0.96,1,8.0
2025-08-21,3,Onion Rings,Vegetables,3.96,1,6.5
2025-08-21,4,Chicken Curry,Meat,2.62,1,15.0
2025-08-21,5,Mutton Biryani,Meat,1.58,1,18.0
2025-08-21,6,Grilled Salmon,Fish,4.02,1,22.0
2025-08-21,7,Egg Fried Rice,Meat,3.45,1,10.0
2025-08-21,8,Basmati Rice,Other,2.97,1,5.0
2025-08-21,9,Sugar Cookie,Other,2.11,1,3.5
2025-08-22,1,Paneer Tikka,Dairy,1.82,1,12.5
2025-08-22,2,Tomato Soup,Vegetables,0.88,1,8.0
2025-08-22,3,Onion Rings,Vegetables,4.73,1,6.5
2025-08-22,4,Chicken Curry,Meat,3.08,1,15.0
2025-08-22,5,Mutton Biryani,Meat,2.25,1,18.0
2025-08-22,6,Grilled Salmon,Fish,4.69,1,22.0
2025-08-22,7,Egg Fried Rice,Meat,3.71,1,10.0
2025-08-22,8,Basmati Rice,Other,3.31,1,5.0
2025-08-22,9,Sugar Cookie,Other,2.3,1,3.5
2025-08-23,1,Paneer Tikka,Dairy,2.82,1,12.5
2025-08-23,2,Tomato Soup,Vegetables,1.03,1,8.0
2025-08-23,3,Onion Rings,Vegetables,5.46,1,6.5
2025-08-23,4,Chicken Curry,Meat,3.97,1,15.0
2025-08-23,5,Mutton Biryani,Meat,2.23,1,18.0
2025-08-23,6,Grilled Salmon,Fish,5.32,1,22.0
2025-08-23,7,Egg Fried Rice,Meat,4.57,1,10.0
2025-08-23,8,Basmati Rice,Other,4.13,1,5.0
2025-08-23,9,Sugar Cookie,Other,2.81,1,3.5
2025-08-24,1,Paneer Tikka,Dairy,2.62,1,12.5
2025-08-24,2,Tomato Soup,Vegetables,1.36,1,8.0
2025-08-24,3,Onion Rings,Vegetables,6.06,1,6.5
2025-08-24,4,Chicken Curry,Meat,3.98,1,15.0
2025-08-24,5,Mutton Biryani,Meat,2.48,1,18.0
2025-08-24,6,Grilled Salmon,Fish,6.07,1,22.0
2025-08-24,7,Egg Fried Rice,Meat,5.39,1,10.0
2025-08-24,8,Basmati Rice,Other,4.97,1,5.0
2025-08-24,9,Sugar Cookie,Other,3.36,1,3.5
2025-08-25,1,Paneer Tikka,Dairy,2.01,1,12.5
2025-08-25,2,Tomato Soup,Vegetables,1.1,1,8.0
2025-08-25,3,Onion Rings,Vegetables,4.67,1,6.5
2025-08-25,4,Chicken Curry,Meat,3.1,1,15.0
2025-08-25,5,Mutton Biryani,Meat,1.87,1,18.0
2025-08-25,6,Grilled Salmon,Fish,4.94,1,22.0
2025-08-25,7,Egg Fried Rice,Meat,3.87,1,10.0
2025-08-25,8,Basmati Rice,Other,3.36,1,5.0
2025-08-25,9,Sugar Cookie,Other,2.28,1,3.5
2025-08-26,1,Paneer Tikka,Dairy,2.25,1,12.5
2025-08-26,2,Tomato Soup,Vegetables,1.11,1,8.0
2025-08-26,3,Onion Rings,Vegetables,5.04,1,6.5
2025-08-26,4,Chicken Curry,Meat,3.61,1,15.0
2025-08-26,5,Mutton Biryani,Meat,2.47,1,18.0
2025-08-26,6,Grilled Salmon,Fish,5.43,1,22.0
2025-08-26,7,Egg Fried Rice,Meat,4.47,1,10.0
2025-08-26,8,Basmati Rice,Other,3.82,1,5.0
2025-08-26,9,Sugar Cookie,Other,2.56,1,3.5
2025-08-27,1,Paneer Tikka,Dairy,2.42,1,12.5
2025-08-27,2,Tomato Soup,Vegetables,1.42,1,8.0
2025-08-27,3,Onion Rings,Vegetables,5.24,1,6.5
2025-08-27,4,Chicken Curry,Meat,3.77,1,15.0
2025-08-27,5,Mutton Biryani,Meat,2.55,1,18.0
2025-08-27,6,Grilled Salmon,Fish,5.26,1,22.0
2025-08-27,7,Egg Fried Rice,Meat,4.86,1,10.0
2025-08-27,8,Basmati Rice,Other,3.86,1,5.0
2025-08-27,9,Sugar Cookie,Other,2.71,1,3.5
2025-08-28,1,Paneer Tikka,Dairy,2.31,1,12.5
2025-08-28,2,Tomato Soup,Vegetables,0.57,1,8.0
2025-08-28,3,Onion Rings,Vegetables,4.46,1,6.5
2025-08-28,4,Chicken Curry,Meat,3.24,1,15.0
2025-08-28,5,Mutton Biryani,Meat,2.0,1,18.0
2025-08-28,6,Grilled Salmon,Fish,4.71,1,22.0
2025-08-28,7,Egg Fried Rice,Meat,4.05,1,10.0
2025-08-28,8,Basmati Rice,Other,3.43,1,5.0
2025-08-28,9,Sugar Cookie,Other,2.31,1,3.5
2025-08-29,1,Paneer Tikka,Dairy,2.17,1,12.5
2025-08-29,2,Tomato Soup,Vegetables,1.11,1,8.0
2025-08-29,3,Onion Rings,Vegetables,4.85,1,6.5
2025-08-29,4,Chicken Curry,Meat,3.14,1,15.0
2025-08-29,5,Mutton Biryani,Meat,1.9,1,18.0
2025-08-29,6,Grilled Salmon,Fish,4.73,1,22.0
2025-08-29,7,Egg Fried Rice,Meat,3.94,1,10.0
2025-08-29,8,Basmati Rice,Other,3.51,1,5.0
2025-08-29,9,Sugar Cookie,Other,2.08,1,3.5
2025-08-30,1,Paneer Tikka,Dairy,2.8,1,12.5
2025-08-30,2,Tomato Soup,Vegetables,1.26,1,8.0
2025-08-30,3,Onion Rings,Vegetables,6.15,1,6.5
2025-08-30,4,Chicken Curry,Meat,4.65,1,15.0
2025-08-30,5,Mutton Biryani,Meat,2.66,1,18.0
2025-08-30,6,Grilled Salmon,Fish,6.69,1,22.0
2025-08-30,7,Egg Fried Rice,Meat,5.54,1,10.0
2025-08-30,8,Basmati Rice,Other,4.6,1,5.0
2025-08-30,9,Sugar Cookie,Other,3.03,1,3.5
2025-08-31,1,Paneer Tikka,Dairy,2.99,1,12.5
2025-08-31,2,Tomato Soup,Vegetables,1.32,1,8.0
2025-08-31,3,Onion Rings,Vegetables,6.71,1,6.5
2025-08-31,4,Chicken Curry,Meat,4.69,1,15.0
2025-08-31,5,Mutton Biryani,Meat,2.68,1,18.0
2025-08-31,6,Grilled Salmon,Fish,6.83,1,22.0
2025-08-31,7,Egg Fried Rice,Meat,5.73,1,10.0
2025-08-31,8,Basmati Rice,Other,4.73,1,5.0
2025-08-31,9,Sugar Cookie,Other,3.45,1,3.5
